,primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,fold,data_year
17,abhori1,"['blbpuf2', 'fotdro5', 'reedov1']",['song'],-5.7214,37.9942,Oriolus larvatus,African Black-headed Oriole,David Moyer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/127317,abhori1/XC127317.ogg,4,2023
18,abhori1,['fotdro5'],['song'],-5.7214,37.9942,Oriolus larvatus,African Black-headed Oriole,David Moyer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/127318,abhori1/XC127318.ogg,4,2023
19,abhori1,[],['song'],5.258,39.697,Oriolus larvatus,African Black-headed Oriole,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/128202,abhori1/XC128202.ogg,4,2023
20,abhori1,"['chibat1', 'grbcam1']",['song'],-2.034,37.38,Oriolus larvatus,African Black-headed Oriole,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/132733,abhori1/XC132733.ogg,3,2023
21,abhori1,['gycwar3'],['song'],0.064,32.479,Oriolus larvatus,African Black-headed Oriole,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/138433,abhori1/XC138433.ogg,3,2023
22,abhori1,[],['song'],-12.8302,27.9955,Oriolus larvatus,African Black-headed Oriole,Bob Planque,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/153687,abhori1/XC153687.ogg,1,2023
23,abhori1,[],['song'],-12.8302,27.9955,Oriolus larvatus,African Black-headed Oriole,Bob Planque,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/153688,abhori1/XC153688.ogg,2,2023
24,abhori1,[],['song'],-12.8302,27.9955,Oriolus larvatus,African Black-headed Oriole,Bob Planque,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/153689,abhori1/XC153689.ogg,0,2023
25,abhori1,[],['song'],-12.8302,27.9955,Oriolus larvatus,African Black-headed Oriole,Bob Planque,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/153690,abhori1/XC153690.ogg,2,2023
26,abhori1,"['afdfly1', 'rbsrob1']",['call'],-33.594,26.8969,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/186252,abhori1/XC186252.ogg,2,2023
27,abhori1,[],['song'],-33.7115,26.3607,Oriolus larvatus,African Black-headed Oriole,Christoph Groenewald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/188925,abhori1/XC188925.ogg,0,2023
28,abhori1,"['brosun1', 'ratcis1']",['song'],-0.4487,36.2639,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/195537,abhori1/XC195537.ogg,0,2023
29,abhori1,"['egygoo', 'eswdov1', 'rindov']",['song'],-13.0603,31.8094,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/196120,abhori1/XC196120.ogg,0,2023
30,abhori1,"['afghor1', 'rindov']",['call'],-6.7849,33.7788,Oriolus larvatus,African Black-headed Oriole,Thibaut Chansac,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/196760,abhori1/XC196760.ogg,3,2023
31,abhori1,['tafpri1'],['call'],-6.7849,33.7788,Oriolus larvatus,African Black-headed Oriole,Thibaut Chansac,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/196761,abhori1/XC196761.ogg,4,2023
32,abhori1,[],['call'],-16.791,26.904,Oriolus larvatus,African Black-headed Oriole,Gabriel A. Jamie,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200588,abhori1/XC200588.ogg,4,2023
33,abhori1,[],['call'],-33.359,26.6199,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200793,abhori1/XC200793.ogg,4,2023
34,abhori1,['vilwea1'],['call'],-33.359,26.6199,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/200797,abhori1/XC200797.ogg,1,2023
35,abhori1,[],['Display call'],-33.359,26.6199,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/200798,abhori1/XC200798.ogg,3,2023
36,abhori1,[],['call'],-6.7849,33.7788,Oriolus larvatus,African Black-headed Oriole,Thibaut Chansac,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/201222,abhori1/XC201222.ogg,1,2023
37,abhori1,['varsun2'],"['call', 'song']",-1.3677,36.7396,Oriolus larvatus,African Black-headed Oriole,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/205393,abhori1/XC205393.ogg,2,2023
38,abhori1,"['egygoo', 'norfis1']",['song'],-0.6675,36.3188,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/206017,abhori1/XC206017.ogg,3,2023
39,abhori1,['combul2'],['song'],0.0033,36.9454,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/239946,abhori1/XC239946.ogg,4,2023
40,abhori1,[],['song'],0.0033,36.9454,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/240626,abhori1/XC240626.ogg,1,2023
41,abhori1,['rindov'],['song'],-32.5702,27.3153,Oriolus larvatus,African Black-headed Oriole,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/247347,abhori1/XC247347.ogg,0,2023
42,abhori1,['fotdro5'],['song'],-32.5702,27.3153,Oriolus larvatus,African Black-headed Oriole,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/247348,abhori1/XC247348.ogg,2,2023
43,abhori1,['fotdro5'],['alarm call'],-32.5702,27.3153,Oriolus larvatus,African Black-headed Oriole,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/247350,abhori1/XC247350.ogg,0,2023
44,abhori1,['rindov'],['alarm call'],-32.5702,27.3153,Oriolus larvatus,African Black-headed Oriole,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/247351,abhori1/XC247351.ogg,1,2023
45,abhori1,[],['alarm call'],-32.5702,27.3153,Oriolus larvatus,African Black-headed Oriole,Daniel Danckwerts,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/247353,abhori1/XC247353.ogg,4,2023
46,abhori1,[],['call'],-33.7115,26.3607,Oriolus larvatus,African Black-headed Oriole,Christoph Groenewald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/255209,abhori1/XC255209.ogg,1,2023
47,abhori1,[],['call'],-33.0632,26.5668,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/268630,abhori1/XC268630.ogg,0,2023
48,abhori1,"['klacuc1', 'tamdov1']",['song'],-33.9818,25.6486,Oriolus larvatus,African Black-headed Oriole,Andre Marais,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/288640,abhori1/XC288640.ogg,2,2023
49,abhori1,['combul2'],['call'],6.902,40.8538,Oriolus larvatus,African Black-headed Oriole,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/294766,abhori1/XC294766.ogg,4,2023
50,abhori1,[],['call'],-33.2944,26.5114,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/307329,abhori1/XC307329.ogg,4,2023
51,abhori1,['somgre1'],['call'],-33.7187,26.4015,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,https://www.xeno-canto.org/316920,abhori1/XC316920.ogg,0,2023
52,abhori1,"['affeag1', 'eswdov1', 'rindov']",['song'],-25.3797,31.7211,Oriolus larvatus,African Black-headed Oriole,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/323330,abhori1/XC323330.ogg,2,2023
53,abhori1,[],"['alarm call', 'call']",-21.2911,32.3618,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/329476,abhori1/XC329476.ogg,2,2023
54,abhori1,['reedov1'],['call'],-26.0873,27.8445,Oriolus larvatus,African Black-headed Oriole,Philip Booysen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/331499,abhori1/XC331499.ogg,4,2023
55,abhori1,['somgre1'],"['call', 'song']",-33.594,26.8969,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/332545,abhori1/XC332545.ogg,2,2023
56,abhori1,[],['song'],-14.2421,33.4638,Oriolus larvatus,African Black-headed Oriole,Brett Gleitsmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/348440,abhori1/XC348440.ogg,3,2023
57,abhori1,[],['call'],-33.3247,26.6159,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/354453,abhori1/XC354453.ogg,0,2023
58,abhori1,[],"['male', 'song']",-30.7149,30.2708,Oriolus larvatus,African Black-headed Oriole,Gerard Gorman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/356234,abhori1/XC356234.ogg,1,2023
59,abhori1,['laudov1'],"['alarm call', 'song']",-24.556,31.5555,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/361351,abhori1/XC361351.ogg,1,2023
60,abhori1,['reedov1'],"['call', 'song']",-25.6247,28.9445,Oriolus larvatus,African Black-headed Oriole,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/364300,abhori1/XC364300.ogg,2,2023
61,abhori1,['rindov'],"['alarm call', 'call']",-23.5563,31.4431,Oriolus larvatus,African Black-headed Oriole,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/368179,abhori1/XC368179.ogg,2,2023
62,abhori1,['rindov'],['call'],-33.543,26.6045,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/377499,abhori1/XC377499.ogg,4,2023
63,abhori1,['rindov'],['song'],-34.0372,23.3787,Oriolus larvatus,African Black-headed Oriole,Andre Marais,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/389190,abhori1/XC389190.ogg,4,2023
64,abhori1,[],['song'],-24.3834,30.9334,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/389623,abhori1/XC389623.ogg,3,2023
65,abhori1,[],['call'],-2.9965,37.6244,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/393447,abhori1/XC393447.ogg,0,2023
66,abhori1,[],['call'],-2.9965,37.6244,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/393448,abhori1/XC393448.ogg,0,2023
67,abhori1,[],['call'],-2.9965,37.6244,Oriolus larvatus,African Black-headed Oriole,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/393449,abhori1/XC393449.ogg,0,2023
68,abhori1,[],['call'],-33.7593,24.6915,Oriolus larvatus,African Black-headed Oriole,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/396271,abhori1/XC396271.ogg,3,2023
69,abhori1,"['afmdov1', 'lesmaw1', 'trobou1']",['song'],-3.0252,38.6514,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/398466,abhori1/XC398466.ogg,3,2023
70,abhori1,[],['song'],-24.3932,31.7782,Oriolus larvatus,African Black-headed Oriole,Diego Caiafa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/398787,abhori1/XC398787.ogg,3,2023
71,abhori1,['supsta1'],['song'],-0.4487,36.2639,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/398894,abhori1/XC398894.ogg,2,2023
72,abhori1,['carcha1'],['song'],-33.2946,26.5111,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/399447,abhori1/XC399447.ogg,2,2023
73,abhori1,[],['song'],-1.3123,36.706,Oriolus larvatus,African Black-headed Oriole,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/409989,abhori1/XC409989.ogg,1,2023
74,abhori1,[],['song'],5.3327,39.5744,Oriolus larvatus,African Black-headed Oriole,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/410289,abhori1/XC410289.ogg,3,2023
75,abhori1,[],['song'],5.3327,39.5744,Oriolus larvatus,African Black-headed Oriole,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/410449,abhori1/XC410449.ogg,1,2023
76,abhori1,[],['call'],-33.9737,23.8838,Oriolus larvatus,African Black-headed Oriole,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/412167,abhori1/XC412167.ogg,2,2023
77,abhori1,[],"['call', 'footsteps', 'wind']",-10.7869,25.4884,Oriolus larvatus,African Black-headed Oriole,Robert Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/413571,abhori1/XC413571.ogg,0,2023
78,abhori1,[],"['alarm call', 'call']",-33.5443,26.7893,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/424186,abhori1/XC424186.ogg,1,2023
79,abhori1,[],['call'],-33.543,26.7806,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/424819,abhori1/XC424819.ogg,2,2023
80,abhori1,[],['call'],-33.2947,26.5107,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/428882,abhori1/XC428882.ogg,4,2023
81,abhori1,[],['call'],-33.2945,26.5106,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/428883,abhori1/XC428883.ogg,1,2023
82,abhori1,['crheag1'],['call'],-29.8582,30.9842,Oriolus larvatus,African Black-headed Oriole,Mick (Mike) Jackson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,https://www.xeno-canto.org/430723,abhori1/XC430723.ogg,0,2023
83,abhori1,[],"['call', 'female', 'male']",-33.2946,26.511,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/431061,abhori1/XC431061.ogg,4,2023
84,abhori1,"['colsun2', 'somgre1']",['call'],-33.5444,26.7468,Oriolus larvatus,African Black-headed Oriole,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/437435,abhori1/XC437435.ogg,4,2023
85,abhori1,[],['song'],-31.0664,30.1797,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/442426,abhori1/XC442426.ogg,0,2023
86,abhori1,[],['call'],-24.1556,30.9443,Oriolus larvatus,African Black-headed Oriole,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/444137,abhori1/XC444137.ogg,1,2023
87,abhori1,[],['song'],-19.632,22.8986,Oriolus larvatus,African Black-headed Oriole,Lisa Boocock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/444314,abhori1/XC444314.ogg,2,2023
88,abhori1,[],['song'],-6.4261,38.9017,Oriolus larvatus,African Black-headed Oriole,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/452592,abhori1/XC452592.ogg,4,2023
89,abhori1,[],['song'],-29.8075,29.7866,Oriolus larvatus,African Black-headed Oriole,Raphaël Nussbaumer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/459522,abhori1/XC459522.ogg,1,2023
90,abhori1,['reftin1'],['song'],-29.8075,29.7866,Oriolus larvatus,African Black-headed Oriole,Raphaël Nussbaumer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.5,https://www.xeno-canto.org/459540,abhori1/XC459540.ogg,1,2023
91,abhori1,['hadibi1'],['song'],-27.3411,30.1564,Oriolus larvatus,African Black-headed Oriole,Toby Esplin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/462061,abhori1/XC462061.ogg,1,2023
92,abhori1,[],['song'],-26.483,31.1872,Oriolus larvatus,African Black-headed Oriole,Wolbert Hermus,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/462078,abhori1/XC462078.ogg,1,2023
93,abhori1,[],['call'],-29.7848,30.7959,Oriolus larvatus,African Black-headed Oriole,Ted,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/466067,abhori1/XC466067.ogg,0,2023
94,abhori1,[],['call'],-33.4497,27.0388,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/467135,abhori1/XC467135.ogg,1,2023
95,abhori1,"['chibat1', 'reftin1']",['call'],-33.464,27.0628,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/467136,abhori1/XC467136.ogg,4,2023
96,abhori1,[],['song'],-4.988,38.6454,Oriolus larvatus,African Black-headed Oriole,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/473731,abhori1/XC473731.ogg,4,2023
97,abhori1,[],['song'],-24.3834,30.9334,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/489189,abhori1/XC489189.ogg,3,2023
98,abhori1,[],['call'],-33.7112,26.363,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/489199,abhori1/XC489199.ogg,2,2023
99,abhori1,"['reftin1', 'somgre1']",['call'],-33.4914,26.8806,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/492716,abhori1/XC492716.ogg,0,2023
100,abhori1,[],['call'],-23.0107,29.8998,Oriolus larvatus,African Black-headed Oriole,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/502782,abhori1/XC502782.ogg,1,2023
101,abhori1,[],"['call', 'sex uncertain']",4.8565,38.1672,Oriolus larvatus,African Black-headed Oriole,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/511033,abhori1/XC511033.ogg,3,2023
102,abhori1,"['blbpuf2', 'fotdro5', 'rbsrob1']",['song'],-21.9281,31.4892,Oriolus larvatus,African Black-headed Oriole,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/513159,abhori1/XC513159.ogg,2,2023
103,abhori1,[],"['adult', 'sex uncertain', 'song']",3.9746,38.3976,Oriolus larvatus,African Black-headed Oriole,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/531229,abhori1/XC531229.ogg,2,2023
104,abhori1,[],"['adult', 'sex uncertain', 'song']",-33.1866,26.4167,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/533571,abhori1/XC533571.ogg,4,2023
105,abhori1,[],['song'],1.0364,35.1809,Oriolus larvatus,African Black-headed Oriole,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/536488,abhori1/XC536488.ogg,1,2023
106,abhori1,[],['song'],-18.9799,34.3576,Oriolus larvatus,African Black-headed Oriole,Paweł Szymański,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/540578,abhori1/XC540578.ogg,1,2023
107,abhori1,"['amesun2', 'spepig1']","['adult', 'call', 'sex uncertain']",-33.2945,26.5107,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/541155,abhori1/XC541155.ogg,0,2023
108,abhori1,[],"['adult', 'sex uncertain', 'song']",-33.2945,26.5106,Oriolus larvatus,African Black-headed Oriole,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/541157,abhori1/XC541157.ogg,4,2023
