filename,primary_label,secondary_labels,rating,duration,data_year,length,fold
apapan/XC210194.ogg,apapan,[],5.0,804153,2022,804153,1
apapan/XC210195.ogg,apapan,[],4.0,362789,2022,362789,0
apapan/XC210197.ogg,apapan,[],5.0,1997009,2022,1997009,3
apapan/XC210198.ogg,apapan,[],4.0,1370070,2022,1370070,2
apapan/XC210199.ogg,apapan,[],5.0,1017313,2022,1017313,2
apapan/XC219958.ogg,apapan,[],5.0,1763788,2022,1763788,1
apapan/XC219959.ogg,apapan,['apapan'],4.5,1664313,2022,1664313,3
apapan/XC252590.ogg,apapan,[],4.0,1803076,2022,1803076,1
apapan/XC256220.ogg,apapan,[],2.0,1582393,2022,1582393,1
apapan/XC27308.ogg,apapan,[],4.0,468950,2022,468950,3
apapan/XC27317.ogg,apapan,['warwhe1'],3.5,2027938,2022,2027938,4
apapan/XC27318.ogg,apapan,[],5.0,337711,2022,337711,4
apapan/XC27327.ogg,apapan,"['hawama', 'iiwi', 'omao']",3.5,1540598,2022,1540598,2
apapan/XC27330.ogg,apapan,[],4.0,2086452,2022,2086452,4
apapan/XC27331.ogg,apapan,[],5.0,1106756,2022,1106756,3
apapan/XC27340.ogg,apapan,"['warwhe1', 'zebdov']",4.5,1703602,2022,1703602,2
apapan/XC27367.ogg,apapan,[],5.0,474802,2022,474802,1
apapan/XC27369.ogg,apapan,"['hawama', 'iiwi']",4.5,3335314,2022,3335314,1
apapan/XC314499.ogg,apapan,[],3.0,930377,2022,930377,4
apapan/XC326575.ogg,apapan,[],3.0,2454528,2022,2454528,3
apapan/XC326577.ogg,apapan,['iiwi'],2.5,3148800,2022,3148800,0
apapan/XC327341.ogg,apapan,[],4.0,608549,2022,608549,0
apapan/XC327355.ogg,apapan,[],3.0,3174144,2022,3174144,2
apapan/XC327362.ogg,apapan,['apapan'],3.5,3624542,2022,3624542,2
apapan/XC327363.ogg,apapan,[],4.0,1763328,2022,1763328,2
apapan/XC336995.ogg,apapan,[],3.0,812513,2022,812513,2
apapan/XC368428.ogg,apapan,['oahama'],2.5,279197,2022,279197,4
apapan/XC385165.ogg,apapan,[],5.0,5782272,2022,5782272,3
apapan/XC385295.ogg,apapan,[],4.0,3323904,2022,3323904,1
apapan/XC385332.ogg,apapan,[],4.0,2761728,2022,2761728,0
apapan/XC385474.ogg,apapan,[],4.0,199680,2022,199680,0
apapan/XC454885.ogg,apapan,[],5.0,1672673,2022,1672673,0
apapan/XC454887.ogg,apapan,['jabwar'],4.5,2515278,2022,2515278,2
apapan/XC503602.ogg,apapan,[],5.0,1332480,2022,1332480,4
apapan/XC503604.ogg,apapan,['redjun'],4.5,2485248,2022,2485248,4
apapan/XC503719.ogg,apapan,['hawama'],4.5,873504,2022,873504,4
apapan/XC503849.ogg,apapan,['iiwi'],4.5,3894528,2022,3894528,0
apapan/XC505432.ogg,apapan,[],5.0,1765482,2022,1765482,3
barpet/XC189893.ogg,barpet,[],2.0,693812,2022,693812,1
barpet/XC189894.ogg,barpet,[],3.0,223190,2022,223190,3
barpet/XC295060.ogg,barpet,[],4.0,6497593,2022,6497593,4
barpet/XC304615.ogg,barpet,[],3.5,987220,2022,987220,0
barpet/XC305567.ogg,barpet,[],2.0,450560,2022,450560,4
barpet/XC441955.ogg,barpet,[],5.0,113664,2022,113664,1
barpet/XC473562.ogg,barpet,[],4.0,917824,2022,917824,2
barpet/XC473563.ogg,barpet,[],2.0,2313792,2022,2313792,3
barpet/XC473564.ogg,barpet,[],3.5,1074976,2022,1074976,1
barpet/XC505278.ogg,barpet,[],5.0,3114365,2022,3114365,2
barpet/XC510489.ogg,barpet,[],5.0,1709568,2022,1709568,4
barpet/XC510711.ogg,barpet,[],5.0,1595136,2022,1595136,2
barpet/XC512736.ogg,barpet,[],0.0,1860864,2022,1860864,0
barpet/XC601885.ogg,barpet,[],5.0,240744,2022,240744,3
barpet/XC637020.ogg,barpet,[],5.0,10866432,2022,10866432,0
crehon/XC122341.ogg,crehon,"['apapan', 'hawama', 'mauala']",2.5,578304,2022,578304,2
crehon/XC122342.ogg,crehon,"['apapan', 'hawama', 'warwhe1']",1.5,3241728,2022,3241728,3
elepai/XC175246.ogg,elepai,"['hawama', 'houfin', 'skylar']",4.5,4641855,2022,4641855,0
elepai/XC175526.ogg,elepai,"['apapan', 'hawama']",3.5,751491,2022,751491,1
elepai/XC252700.ogg,elepai,[],4.0,1641744,2022,1641744,0
elepai/XC252703.ogg,elepai,['omao'],3.5,1558152,2022,1558152,3
elepai/XC252712.ogg,elepai,[],4.0,1524715,2022,1524715,2
elepai/XC27324.ogg,elepai,[],4.0,2145802,2022,2145802,3
elepai/XC27343.ogg,elepai,['warwhe1'],3.5,2976705,2022,2976705,1
elepai/XC27344.ogg,elepai,[],5.0,661211,2022,661211,2
elepai/XC27352.ogg,elepai,['apapan'],4.5,208980,2022,208980,1
elepai/XC27373.ogg,elepai,"['hawama', 'houfin']",3.5,2164193,2022,2164193,4
elepai/XC385134.ogg,elepai,[],4.0,2855424,2022,2855424,2
elepai/XC385168.ogg,elepai,[],3.0,250368,2022,250368,4
elepai/XC385495.ogg,elepai,[],4.0,172032,2022,172032,0
elepai/XC385556.ogg,elepai,[],4.0,363264,2022,363264,3
ercfra/XC210297.ogg,ercfra,[],4.0,526080,2022,526080,0
ercfra/XC252696.ogg,ercfra,[],5.0,71889,2022,71889,2
ercfra/XC252697.ogg,ercfra,[],5.0,413780,2022,413780,1
ercfra/XC267205.ogg,ercfra,[],4.0,470784,2022,470784,4
ercfra/XC410276.ogg,ercfra,[],5.0,311798,2022,311798,3
ercfra/XC410277.ogg,ercfra,[],5.0,601025,2022,601025,4
hawama/XC175238.ogg,hawama,['skylar'],3.5,820872,2022,820872,0
hawama/XC175242.ogg,hawama,[],5.0,445544,2022,445544,0
hawama/XC175515.ogg,hawama,"['apapan', 'iiwi']",4.5,617744,2022,617744,4
hawama/XC27322.ogg,hawama,[],4.0,1820630,2022,1820630,3
hawama/XC27323.ogg,hawama,['houfin'],4.5,1807256,2022,1807256,2
hawama/XC27345.ogg,hawama,[],4.0,1212918,2022,1212918,1
hawama/XC27350.ogg,hawama,[],5.0,191425,2022,191425,3
hawama/XC27371.ogg,hawama,"['apapan', 'iiwi']",3.5,2438374,2022,2438374,0
hawama/XC317147.ogg,hawama,['omao'],2.5,220682,2022,220682,1
hawama/XC326578.ogg,hawama,"['apapan', 'iiwi']",2.5,2703360,2022,2703360,4
hawama/XC326898.ogg,hawama,['apapan'],3.5,2144256,2022,2144256,3
hawama/XC327342.ogg,hawama,[],4.0,1206528,2022,1206528,1
hawama/XC327346.ogg,hawama,[],4.0,146688,2022,146688,2
hawama/XC384969.ogg,hawama,[],3.0,2776320,2022,2776320,4
hawama/XC384971.ogg,hawama,[],4.0,2104320,2022,2104320,2
hawama/XC385036.ogg,hawama,['iiwi'],2.5,541440,2022,541440,0
hawama/XC385389.ogg,hawama,"['apapan', 'omao']",3.5,862464,2022,862464,3
hawama/XC385475.ogg,hawama,[],3.0,79872,2022,79872,3
hawama/XC385478.ogg,hawama,[],3.0,101376,2022,101376,2
hawama/XC385479.ogg,hawama,[],3.0,328704,2022,328704,4
hawama/XC503722.ogg,hawama,['apapan'],4.5,1334944,2022,1334944,1
hawcre/XC122132.ogg,hawcre,"['apapan', 'hawama', 'iiwi', 'warwhe1']",3.5,3255552,2022,3255552,1
hawcre/XC122172.ogg,hawcre,"['apapan', 'omao']",3.5,1201152,2022,1201152,3
hawcre/XC122184.ogg,hawcre,"['apapan', 'hawama', 'iiwi', 'omao', 'warwhe1']",3.5,3816960,2022,3816960,3
hawcre/XC122284.ogg,hawcre,"['apapan', 'hawama', 'iiwi']",3.5,1092096,2022,1092096,2
hawcre/XC122396.ogg,hawcre,"['apapan', 'iiwi']",3.5,7778304,2022,7778304,2
hawcre/XC123390.ogg,hawcre,"['akepa1', 'apapan', 'hawama', 'iiwi', 'omao', 'warwhe1']",2.5,13474560,2022,13474560,4
hawcre/XC124608.ogg,hawcre,"['apapan', 'hawama', 'iiwi', 'warwhe1']",3.5,6481152,2022,6481152,0
hawcre/XC124793.ogg,hawcre,"['apapan', 'hawama', 'iiwi']",4.5,15112704,2022,15112704,2
hawcre/XC124797.ogg,hawcre,"['apapan', 'hawama', 'iiwi']",3.5,2890752,2022,2890752,3
hawcre/XC124802.ogg,hawcre,"['apapan', 'hawama', 'iiwi', 'omao']",1.5,987648,2022,987648,1
hawcre/XC127667.ogg,hawcre,"['apapan', 'iiwi', 'omao']",4.5,5470464,2022,5470464,4
hawcre/XC127668.ogg,hawcre,"['akepa1', 'apapan', 'elepai', 'hawama', 'iiwi', 'omao']",2.5,2187264,2022,2187264,2
hawcre/XC145607.ogg,hawcre,"['iiwi', 'omao']",3.5,822544,2022,822544,0
hawcre/XC147004.ogg,hawcre,"['akiapo', 'apapan', 'elepai', 'omao', 'warwhe1']",3.5,6525696,2022,6525696,0
hawcre/XC175491.ogg,hawcre,"['apapan', 'iiwi', 'omao']",2.5,974681,2022,974681,4
hawcre/XC175501.ogg,hawcre,"['apapan', 'hawama', 'iiwi']",3.5,1616666,2022,1616666,1
hawcre/XC175502.ogg,hawcre,"['apapan', 'hawama', 'iiwi']",3.5,2152490,2022,2152490,0
hawcre/XC27351.ogg,hawcre,['apapan'],3.5,1207902,2022,1207902,1
hawcre/XC27354.ogg,hawcre,['iiwi'],3.5,1003938,2022,1003938,4
hawcre/XC27370.ogg,hawcre,"['apapan', 'iiwi']",2.5,697992,2022,697992,3
hawgoo/XC210216.ogg,hawgoo,['bknsti'],2.5,1294002,2022,1294002,2
hawgoo/XC210217.ogg,hawgoo,[],5.0,326008,2022,326008,3
hawgoo/XC252701.ogg,hawgoo,[],3.0,305946,2022,305946,2
hawgoo/XC314509.ogg,hawgoo,[],5.0,288392,2022,288392,0
hawgoo/XC314510.ogg,hawgoo,[],5.0,1078335,2022,1078335,1
hawgoo/XC314511.ogg,hawgoo,[],4.0,1292330,2022,1292330,4
hawgoo/XC326899.ogg,hawgoo,[],3.0,1686528,2022,1686528,0
hawgoo/XC503262.ogg,hawgoo,[],4.5,529952,2022,529952,1
hawgoo/XC613768.ogg,hawgoo,[],3.0,385358,2022,385358,3
hawhaw/XC124707.ogg,hawhaw,"['apapan', 'omao', 'warwhe1']",3.5,8146944,2022,8146944,4
hawhaw/XC410136.ogg,hawhaw,['iiwi'],2.5,315977,2022,315977,0
hawhaw/XC648121.ogg,hawhaw,[],3.0,165504,2022,165504,1
hawpet1/XC328230.ogg,hawpet1,[],3.0,320256,2022,320256,4
hawpet1/XC328234.ogg,hawpet1,[],3.0,1681152,2022,1681152,2
hawpet1/XC75584.ogg,hawpet1,[],2.0,3265933,2022,3265933,3
houfin/XC11463.ogg,houfin,[],2.0,196058,2021,196058,3
houfin/XC124078.ogg,houfin,"['houspa', 'amegfi', 'amecro']",4.5,6337184,2021,6337184,0
houfin/XC124430.ogg,houfin,[],4.0,1600160,2021,1600160,2
houfin/XC127246.ogg,houfin,['grtgra'],3.5,583088,2021,583088,4
houfin/XC135065.ogg,houfin,[],4.0,1196652,2021,1196652,4
houfin/XC139819.ogg,houfin,[],3.0,544160,2021,544160,3
houfin/XC140490.ogg,houfin,[],4.0,938354,2021,938354,2
houfin/XC140492.ogg,houfin,[],3.0,748600,2021,748600,1
houfin/XC140991.ogg,houfin,[],4.0,355719,2021,355719,3
houfin/XC141470.ogg,houfin,[],5.0,1109717,2021,1109717,2
houfin/XC141478.ogg,houfin,[],4.0,1122256,2021,1122256,0
houfin/XC141479.ogg,houfin,[],4.0,369929,2021,369929,0
houfin/XC145565.ogg,houfin,[],3.0,1265312,2021,1265312,3
houfin/XC163050.ogg,houfin,[],3.0,20362589,2021,20362589,1
houfin/XC163051.ogg,houfin,[],4.0,3150194,2021,3150194,0
houfin/XC163052.ogg,houfin,[],2.0,4007010,2021,4007010,1
houfin/XC163632.ogg,houfin,[],3.0,721015,2021,721015,3
houfin/XC163971.ogg,houfin,[],3.0,511199,2021,511199,2
houfin/XC164308.ogg,houfin,[],4.0,2540809,2021,2540809,1
houfin/XC168580.ogg,houfin,[],5.0,1585355,2021,1585355,2
houfin/XC169187.ogg,houfin,[],4.0,2863474,2021,2863474,1
houfin/XC169811.ogg,houfin,[],4.0,505348,2021,505348,2
houfin/XC171104.ogg,houfin,[],4.0,881312,2021,881312,4
houfin/XC172396.ogg,houfin,"['whbnut', 'bkcchi', 'amecro', 'ribgul']",3.5,3520506,2021,3520506,4
houfin/XC172419.ogg,houfin,"['amerob', 'amecro']",3.5,3112352,2021,3112352,1
houfin/XC174827.ogg,houfin,[],3.5,1076280,2021,1076280,2
houfin/XC175517.ogg,houfin,[],3.5,1152349,2021,1152349,2
houfin/XC177292.ogg,houfin,[],4.0,104490,2022,104490,1
houfin/XC179232.ogg,houfin,"['amecro', 'sonspa', 'mallar3']",4.5,6312608,2021,6312608,4
houfin/XC185193.ogg,houfin,[],5.0,1308666,2021,1308666,3
houfin/XC186484.ogg,houfin,"['norcar', 'tuftit']",2.5,1742507,2021,1742507,3
houfin/XC188371.ogg,houfin,[],5.0,4042955,2021,4042955,4
houfin/XC188373.ogg,houfin,[],5.0,2272479,2021,2272479,4
houfin/XC191953.ogg,houfin,['moudov'],3.5,147122,2022,147122,0
houfin/XC196677.ogg,houfin,"['houspa', 'wewpew']",3.5,611744,2021,611744,4
houfin/XC201428.ogg,houfin,[],5.0,623264,2021,623264,0
houfin/XC211060.ogg,houfin,[],1.0,346523,2021,346523,2
houfin/XC212099.ogg,houfin,[],5.0,569504,2021,569504,1
houfin/XC215242.ogg,houfin,"['norcar', 'bkcchi']",1.5,702625,2021,702625,3
houfin/XC216180.ogg,houfin,[],4.0,800427,2021,800427,2
houfin/XC219331.ogg,houfin,[],5.0,5352608,2021,5352608,0
houfin/XC219332.ogg,houfin,['annhum'],4.5,2055584,2021,2055584,1
houfin/XC219338.ogg,houfin,"['lesgol', 'houfin', 'calqua', 'acowoo', 'comrav', 'houwre']",3.5,2253728,2021,2253728,2
houfin/XC219339.ogg,houfin,"['acowoo', 'whbnut', 'oaktit']",4.5,1435808,2021,1435808,4
houfin/XC219340.ogg,houfin,"['acowoo', 'pygnut']",4.5,3388832,2021,3388832,4
houfin/XC219341.ogg,houfin,"['amecro', 'osprey', 'y00475']",3.5,856736,2021,856736,2
houfin/XC219342.ogg,houfin,[],4.0,349856,2021,349856,0
houfin/XC219345.ogg,houfin,[],4.0,7789472,2021,7789472,0
houfin/XC219346.ogg,houfin,[],4.0,1189280,2021,1189280,4
houfin/XC219347.ogg,houfin,[],4.0,3821984,2021,3821984,4
houfin/XC219349.ogg,houfin,"['bushti', 'caskin', 'amecro', 'amegfi', 'wesmea']",4.5,2526368,2021,2526368,2
houfin/XC219350.ogg,houfin,[],5.0,2405024,2021,2405024,1
houfin/XC219351.ogg,houfin,[],4.0,1764512,2021,1764512,4
houfin/XC219354.ogg,houfin,[],3.0,855968,2021,855968,3
houfin/XC219355.ogg,houfin,['bushti'],3.5,459680,2021,459680,2
houfin/XC219356.ogg,houfin,[],4.0,1114784,2021,1114784,3
houfin/XC219357.ogg,houfin,[],4.0,1097120,2021,1097120,2
houfin/XC219358.ogg,houfin,[],5.0,336032,2021,336032,2
houfin/XC219762.ogg,houfin,[],4.0,1058720,2021,1058720,0
houfin/XC219792.ogg,houfin,['whwdov'],3.5,1730720,2021,1730720,0
houfin/XC219819.ogg,houfin,['bkhgro'],3.5,455840,2021,455840,4
houfin/XC219892.ogg,houfin,['amecro'],3.5,2860448,2021,2860448,2
houfin/XC233711.ogg,houfin,[],4.5,611744,2021,611744,1
houfin/XC233715.ogg,houfin,[],3.0,552159,2021,552159,3
houfin/XC233716.ogg,houfin,[],3.0,213612,2021,213612,0
houfin/XC243791.ogg,houfin,[],3.0,503676,2021,503676,0
houfin/XC252731.ogg,houfin,[],5.0,1198324,2021,1198324,4
houfin/XC254072.ogg,houfin,[],5.0,1446592,2021,1446592,1
houfin/XC254547.ogg,houfin,[],5.0,836372,2021,836372,3
houfin/XC254548.ogg,houfin,[],5.0,1169067,2021,1169067,0
houfin/XC254556.ogg,houfin,"['clcrob', 'grekis']",4.5,3125116,2021,3125116,2
houfin/XC261400.ogg,houfin,[],5.0,630736,2021,630736,3
houfin/XC261403.ogg,houfin,[],4.0,885691,2021,885691,3
houfin/XC267339.ogg,houfin,[],3.0,448506,2021,448506,1
houfin/XC268457.ogg,houfin,"['incdov', 'moudov', 'whwdov', 'houfin', 'gilwoo', 'yebcha']",4.5,4450047,2021,4450047,2
houfin/XC268458.ogg,houfin,"['moudov', 'norcar', 'incdov', 'gamqua', 'verdin', 'bewwre']",4.5,6080088,2021,6080088,0
houfin/XC268460.ogg,houfin,"['moudov', 'whwdov', 'lucwar', 'belvir', 'cogdov', 'bewwre']",3.5,2926168,2021,2926168,2
houfin/XC268461.ogg,houfin,['whwdov'],3.5,229495,2021,229495,3
houfin/XC268462.ogg,houfin,"['whwdov', 'cacwre', 'gamqua', 'bulori']",4.5,3480381,2021,3480381,0
houfin/XC268463.ogg,houfin,"['labwoo', 'gamqua', 'whwdov', 'bnhcow', 'bncfly', 'cacwre', 'acowoo', 'bkhgro']",4.5,8320349,2021,8320349,3
houfin/XC268464.ogg,houfin,"['moudov', 'cacwre', 'gamqua', 'bncfly', 'caskin', 'bulori', 'lucwar']",4.5,13066693,2021,13066693,1
houfin/XC268465.ogg,houfin,"['whwdov', 'bncfly', 'gamqua', 'lucwar', 'acowoo']",4.5,7104923,2021,7104923,1
houfin/XC284022.ogg,houfin,"['gilwoo', 'verdin', 'astfly']",3.5,413850,2021,413850,3
houfin/XC284023.ogg,houfin,"['verdin', 'astfly']",3.5,250010,2021,250010,0
houfin/XC286429.ogg,houfin,[],2.0,902048,2021,902048,3
houfin/XC289014.ogg,houfin,"['incdov', 'houspa']",3.5,1894644,2021,1894644,3
houfin/XC289016.ogg,houfin,[],4.0,2733906,2021,2733906,0
houfin/XC289017.ogg,houfin,['larspa'],4.5,1216715,2021,1216715,4
houfin/XC290012.ogg,houfin,[],3.0,653984,2021,653984,0
houfin/XC292759.ogg,houfin,[],4.0,51827,2022,51827,0
houfin/XC296753.ogg,houfin,"['wlswar', 'bkhgro']",3.5,675488,2021,675488,2
houfin/XC301685.ogg,houfin,[],5.0,1008571,2021,1008571,3
houfin/XC305403.ogg,houfin,[],5.0,197730,2021,197730,1
houfin/XC305409.ogg,houfin,[],5.0,811294,2021,811294,0
houfin/XC306114.ogg,houfin,[],4.0,101146,2022,101146,2
houfin/XC306933.ogg,houfin,[],5.0,1425694,2021,1425694,2
houfin/XC306934.ogg,houfin,[],5.0,2890223,2021,2890223,4
houfin/XC306935.ogg,houfin,[],5.0,2213129,2021,2213129,2
houfin/XC306936.ogg,houfin,['houspa'],4.5,1047023,2021,1047023,3
houfin/XC306937.ogg,houfin,['houspa'],4.5,343180,2021,343180,4
houfin/XC307684.ogg,houfin,[],5.0,2628396,2021,2628396,1
houfin/XC307811.ogg,houfin,"['blujay', 'eastow']",4.5,801263,2021,801263,0
houfin/XC307866.ogg,houfin,"['houfin', 'annhum']",3.5,3312362,2021,3312362,0
houfin/XC309624.ogg,houfin,"['houspa', 'rewbla']",4.5,1215606,2021,1215606,0
houfin/XC310071.ogg,houfin,"['sonspa', 'comgra', 'moudov', 'houspa', 'tuftit', 'rewbla', 'bnhcow']",3.5,764576,2021,764576,1
houfin/XC310666.ogg,houfin,"['daejun', 'bkbmag1', 'eucdov']",4.5,1092999,2021,1092999,2
houfin/XC310667.ogg,houfin,"['eucdov', 'spotow']",3.5,723523,2021,723523,4
houfin/XC311715.ogg,houfin,[],4.0,647454,2021,647454,3
houfin/XC311858.ogg,houfin,[],5.0,825505,2021,825505,2
houfin/XC312959.ogg,houfin,[],4.0,2474394,2021,2474394,3
houfin/XC314416.ogg,houfin,['houspa'],4.5,1897152,2021,1897152,2
houfin/XC314417.ogg,houfin,['houspa'],4.5,1900496,2021,1900496,4
houfin/XC317879.ogg,houfin,[],3.0,1326220,2021,1326220,3
houfin/XC319140.ogg,houfin,[],5.0,581792,2021,581792,4
houfin/XC319439.ogg,houfin,[],5.0,1813560,2021,1813560,3
houfin/XC319598.ogg,houfin,['houspa'],2.5,2844248,2021,2844248,4
houfin/XC320727.ogg,houfin,[],4.0,3971901,2021,3971901,1
houfin/XC322498.ogg,houfin,"['amerob', 'cedwax', 'norcar']",1.5,1242628,2021,1242628,0
houfin/XC323531.ogg,houfin,"['houspa', 'incdov']",3.5,986837,2021,986837,2
houfin/XC324075.ogg,houfin,['whwdov'],3.5,630944,2021,630944,2
houfin/XC324313.ogg,houfin,[],4.0,664172,2021,664172,2
houfin/XC326408.ogg,houfin,[],5.0,973462,2021,973462,4
houfin/XC327344.ogg,houfin,[],4.0,723872,2021,723872,1
houfin/XC327345.ogg,houfin,[],3.0,2501792,2021,2501792,2
houfin/XC327553.ogg,houfin,"['cogdov', 'incdov']",4.5,810458,2021,810458,4
houfin/XC327634.ogg,houfin,[],4.0,1185786,2021,1185786,1
houfin/XC328235.ogg,houfin,[],5.0,1971104,2021,1971104,4
houfin/XC329331.ogg,houfin,[],4.0,162144,2022,162144,3
houfin/XC329768.ogg,houfin,[],4.0,736897,2021,736897,2
houfin/XC329769.ogg,houfin,[],4.0,875660,2021,875660,4
houfin/XC339890.ogg,houfin,[],4.0,128731,2022,128731,4
houfin/XC345545.ogg,houfin,[],4.0,708476,2021,708476,0
houfin/XC345546.ogg,houfin,"['amegfi', 'houwre', 'leafly']",3.5,919963,2021,919963,4
houfin/XC345547.ogg,houfin,"['daejun', 'houspa']",3.5,656649,2021,656649,1
houfin/XC345548.ogg,houfin,['houwre'],3.5,2431304,2021,2431304,2
houfin/XC347975.ogg,houfin,"['caskin', 'moudov']",3.5,3640878,2021,3640878,4
houfin/XC347978.ogg,houfin,"['caskin', 'moudov', 'calqua']",3.5,1716594,2021,1716594,4
houfin/XC351450.ogg,houfin,['daejun'],3.5,233675,2021,233675,0
houfin/XC351451.ogg,houfin,[],1.5,147104,2022,147104,1
houfin/XC353016.ogg,houfin,"['whwdov', 'normoc', 'houspa']",3.5,4142429,2021,4142429,0
houfin/XC353018.ogg,houfin,"['whwdov', 'grtgra', 'normoc']",4.5,4363947,2021,4363947,3
houfin/XC353019.ogg,houfin,['houspa'],3.5,889870,2021,889870,0
houfin/XC358850.ogg,houfin,[],5.0,1006496,2021,1006496,1
houfin/XC361756.ogg,houfin,[],4.0,897440,2021,897440,3
houfin/XC362333.ogg,houfin,"['gbwwre1', 'sltred']",1.5,4315464,2021,4315464,1
houfin/XC363567.ogg,houfin,[],3.0,753824,2021,753824,0
houfin/XC365390.ogg,houfin,['houspa'],3.5,982657,2021,982657,3
houfin/XC366388.ogg,houfin,[],4.0,401694,2021,401694,4
houfin/XC373392.ogg,houfin,[],3.0,162048,2022,162048,0
houfin/XC37393.ogg,houfin,[],4.0,1612940,2021,1612940,0
houfin/XC376760.ogg,houfin,['chispa'],4.5,1018602,2021,1018602,1
houfin/XC378922.ogg,houfin,[],5.0,2101952,2021,2101952,2
houfin/XC383780.ogg,houfin,[],5.0,5146367,2021,5146367,0
houfin/XC383989.ogg,houfin,"['houspa', 'whwdov']",3.5,2068515,2021,2068515,4
houfin/XC388465.ogg,houfin,"['haiwoo', 'whtspa']",3.5,745709,2021,745709,3
houfin/XC404732.ogg,houfin,[],4.0,379808,2021,379808,2
houfin/XC410513.ogg,houfin,[],5.0,1719937,2021,1719937,3
houfin/XC412395.ogg,houfin,"['yebcha', 'blujay', 'norcar', 'carwre', 'indbun']",3.5,1012367,2021,1012367,1
houfin/XC413336.ogg,houfin,"['norcar', 'comgra']",3.5,5964704,2021,5964704,0
houfin/XC415920.ogg,houfin,[],3.0,832928,2021,832928,4
houfin/XC415921.ogg,houfin,[],3.0,728480,2021,728480,0
houfin/XC416152.ogg,houfin,[],4.0,831392,2021,831392,4
houfin/XC416530.ogg,houfin,['bkbmag1'],3.5,2205344,2021,2205344,2
houfin/XC417550.ogg,houfin,[],5.0,1217550,2021,1217550,4
houfin/XC418251.ogg,houfin,['lesgol'],3.5,1615520,2021,1615520,0
houfin/XC419927.ogg,houfin,[],4.0,1098850,2021,1098850,2
houfin/XC423324.ogg,houfin,[],5.0,1257675,2021,1257675,2
houfin/XC423359.ogg,houfin,[],5.0,567206,2021,567206,0
houfin/XC428722.ogg,houfin,['lesgol'],4.5,642439,2021,642439,3
houfin/XC436837.ogg,houfin,[],0.0,1515680,2021,1515680,3
houfin/XC440008.ogg,houfin,['astfly'],0.0,1157024,2021,1157024,4
houfin/XC440009.ogg,houfin,"['amecro', 'eucdov']",0.0,1080460,2021,1080460,1
